run,cell,model_tag,family,size_label,quantization,temperature,seed,recognizer,item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00197,unspecified,False,00197.wav,What led scientists to believe that plants should be classified according to something other than just sexual system?,what lead scientist to believe that prince should be classified according to something other than just sexual system,"Dr. John Lee, a leading expert on genetics and evolutionary biology, was quoted in the press release as saying that Prince's genetic makeup is of particular interest due to his unique physical characteristics.",Increasing knowledge of plant anatomy,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,33,1,209,33.0,33,44,13.2,14.39,19.45,0.1667,0.0517,18.0,3.0,3.0,0.0,0.0,False,0.8,mild,0.2001,0.0909,0.0,-0.2001,0.0556,0.0,0.0,5.0,0.2,0.0639,"{'years': [], 'quantities': [], 'name_spans': ['John Lee'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,10033.0,10262.0,323.0,17.0,22.0,845.0,828.0,10106.0,-6763.0,-5836.0,78.0,615.0,3.0,39.0,329.0,120.6,1.0,-5359.0,12643.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00201,unspecified,False,00201.wav,What makes how one construes oneself now and in the future similar?,what makes how one can choose one oneself now and the teacher similar,You want to know what makes you choose yourself now and your teacher similar.,accumulated experiences,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,14,1,77,14.0,14,19,5.6,83.85,5.04,0.4167,0.303,12.0,5.0,2.0,1.0,2.0,False,0.7143,severe,0.7258,0.8333,0.4109,-0.3149,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7537.0,7618.0,117.0,111.0,13.0,925.0,814.0,7589.0,920.0,2096.0,246.0,246.0,1.0,16.0,324.0,136.1,1.0,2225.0,3587.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00206,unspecified,False,00206.wav,Which Sun staffers were arrested?,which son staffers were arrested,Staffers arrested.,"crime editor Mike Sullivan, head of news Chris Pharo, former deputy editor Fergus Shanahan, and former managing editor Graham Dudman",False,True,True,1.0,1.0,,,2,1,18,2.0,2,3,0.8,35.61,8.79,0.2,0.0312,5.0,1.0,1.0,0.0,0.0,False,0.6667,mild,0.6398,1.0,0.6398,0.0,0.0,0.0,0.0,20.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,5261.0,5380.0,52.0,43.0,19.0,926.0,883.0,5354.0,813.0,1842.0,99.0,99.0,1.0,5.0,316.0,95.5,1.0,2061.0,1102.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00208,unspecified,False,00208.wav,"In the Bermuda land mass, how many islands are named ""Long Island""?",and the bermuda landmass how many islands are named long island's,Two,two,False,False,False,0.7778,0.7778,opener_ends_with_full_stop;response_is_complete,opener_ends_with_full_stop;response_is_complete,1,1,3,1.0,1,1,0.4,121.22,-3.4,0.3333,0.0635,12.0,4.0,3.0,1.0,0.0,False,0.6667,mild,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_ends_with_full_stop, response_is_complete",6065.0,6474.0,14.0,21.0,17.0,860.0,839.0,6133.0,-2577.0,-1651.0,62.0,62.0,1.0,2.0,326.0,134.7,1.0,-2031.0,452.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00211,unspecified,False,00211.wav,"Fearing traffic problems, how many people refused to leave Galveston before Hurricane Ike?",fearing traffic problems how many people refused to leave the galveston before hurricane ike,"1,000+ people were stranded on Galveston Island due to Hurricane Ike.",forty percent,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,69,11.0,11,15,4.4,72.62,5.86,0.0769,0.0455,13.0,1.0,0.0,0.0,1.0,False,1.0,mild,0.3815,0.5,0.3815,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': ['1,000'], 'name_spans': ['Galveston Island', 'Hurricane Ike'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,9627.0,10104.0,135.0,125.0,16.0,1021.0,896.0,9711.0,1047.0,2302.0,230.0,230.0,1.0,18.0,329.0,132.4,1.0,1851.0,4365.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00233,unspecified,False,00233.wav,What were there periods of during the Triassic?,what were their periods of during the triassic,They lived from about 252 to 201 million years ago.,increased rainfall,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,51,10.0,10,13,4.0,112.09,0.11,0.125,0.0435,8.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': ['201', '252'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,5726.0,5801.0,141.0,134.0,18.0,973.0,839.0,5778.0,901.0,2095.0,216.0,216.0,1.0,14.0,320.0,99.0,1.0,2110.0,4040.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00236,unspecified,False,00236.wav,What do the Chinese say is the total number of shocks after the quake?,what do the chinese say is a total number of shocked after the quake,One hundred thousand people were injured.,"42,719",False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,6,1,41,6.0,6,8,2.4,73.85,4.45,0.1429,0.0725,14.0,2.0,2.0,0.0,0.0,False,1.0,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8164.0,8284.0,86.0,76.0,20.0,933.0,857.0,8253.0,894.0,2009.0,178.0,178.0,1.0,8.0,325.0,92.9,1.0,2340.0,2043.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00244,unspecified,False,00244.wav,"When did Madonna audition for a dance role in the show ""A Chorus Line?"" ",when did madonna audition for a dance role in the show a chorus line,1985,February 1984,False,False,False,0.7778,0.7778,opener_ends_with_full_stop;response_is_complete,opener_ends_with_full_stop;response_is_complete,1,1,4,1.0,1,1,0.4,205.82,-15.2,0.0,0.0,14.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1985'], 'quantities': [], 'name_spans': [], 'atom_count': 1}",,,False,"constraint violation: opener_ends_with_full_stop, response_is_complete",7622.0,7756.0,29.0,36.0,20.0,877.0,841.0,7722.0,-4136.0,-3150.0,105.0,105.0,1.0,3.0,326.0,101.8,1.0,-2938.0,1520.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00245,unspecified,False,00245.wav,What's the size of the South Ribble school population?,what's the size of the south the rebel school population,Two hundred fifty students.,77,True,True,True,1.0,1.0,,,4,1,27,4.0,4,5,1.6,75.88,3.67,0.2222,0.1346,9.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6353.0,6639.0,65.0,55.0,19.0,968.0,913.0,6423.0,853.0,1948.0,122.0,122.0,1.0,6.0,322.0,91.7,1.0,1681.0,1532.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00259,unspecified,False,00259.wav,What causes sharp shadows around buildings? ,what causes sharp shadows around buildings,Shadows appear due to light reflection off surfaces.,glare,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,52,8.0,8,11,3.2,61.24,6.71,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.1988,0.1429,0.1988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6376.0,6727.0,123.0,113.0,20.0,975.0,862.0,6457.0,948.0,2119.0,192.0,192.0,1.0,11.0,317.0,88.7,1.0,1800.0,2890.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00261,unspecified,False,00261.wav,In what building did the Supreme Court of the United States first sit?,in what building the the supreme court of the united states first set,United States Capitol Building.,Federal Hall,False,True,True,1.0,1.0,,,4,1,31,4.0,4,5,1.6,33.58,9.57,0.1538,0.058,13.0,2.0,2.0,0.0,0.0,False,0.8571,mild,0.3925,0.75,0.3883,-0.0042,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['United States Capitol Building'], 'atom_count': 1}",,,True,,6887.0,7001.0,74.0,62.0,21.0,966.0,904.0,6966.0,883.0,1987.0,134.0,134.0,1.0,6.0,324.0,80.2,1.0,2055.0,1962.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00266,unspecified,False,00266.wav,What percentage of its workforce did Dell terminate in from 2007 to 2009?,what percentage of it's workforce did doubt her money in from two thousand and seven to two thousand and nine,Sixty percent.,10%,True,True,True,1.0,1.0,,,2,1,14,2.0,2,3,0.8,35.61,8.79,0.2941,0.7361,17.0,5.0,2.0,0.0,3.0,False,0.3333,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,11113.0,11224.0,55.0,45.0,22.0,957.0,912.0,11203.0,1096.0,2142.0,85.0,85.0,1.0,5.0,332.0,90.8,1.0,2889.0,986.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00267,unspecified,False,00267.wav,When was Ezra Stiles president of Yale?,when was as styles president of yale,John D. Rockefeller Jr. served as president of Yale University from 1935 to 1943.,1778 to 1795,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,14,1,81,14.0,14,19,5.6,59.68,8.41,0.2857,0.1316,7.0,2.0,2.0,0.0,0.0,False,0.5,mild,0.6226,0.2222,0.452,-0.1706,0.1176,0.0,0.0,3.0,0.3333,0.1332,"{'years': ['1935', '1943'], 'quantities': [], 'name_spans': ['Rockefeller Jr', 'Yale University'], 'atom_count': 4}",,,False,constraint violation: opener_at_most_five_words,6044.0,6197.0,228.0,34.0,20.0,893.0,859.0,6112.0,507.0,1482.0,77.0,394.0,3.0,22.0,319.0,96.5,1.0,1724.0,7140.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00271,unspecified,False,00271.wav,Who motivated Beyonce to explore other areas of music?,who motivated be on say to explore other areas of music,You want to know who motivated you to explore other areas of music.,Etta James,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,13,1,67,13.0,13,17,5.2,69.99,6.73,0.3333,0.0943,9.0,3.0,1.0,0.0,2.0,False,0.8333,mild,1.0,1.0,0.8187,-0.1813,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8233.0,8344.0,143.0,137.0,16.0,1005.0,868.0,8307.0,1014.0,2236.0,212.0,212.0,1.0,15.0,322.0,104.3,1.0,2825.0,3680.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00290,unspecified,False,00290.wav,How is copper reflected in humans?,how how's copper left in humans,Copper is no longer used in human bodies naturally.,in the gut,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,51,9.0,9,12,3.6,47.3,8.9,0.3333,0.2727,6.0,2.0,2.0,0.0,0.0,False,0.6667,mild,0.5927,0.3333,0.5927,0.0,0.1818,0.0,0.0,2.0,0.5,0.2054,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5308.0,5419.0,126.0,119.0,18.0,904.0,785.0,5385.0,868.0,1959.0,183.0,183.0,1.0,12.0,318.0,94.9,1.0,2140.0,3006.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00298,unspecified,False,00298.wav,Why did monasteries have gardens?,why did monasteries have gardens,Monasteries had gardens because they were places of contemplation and spiritual growth.,for medical use,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,87,12.0,12,16,4.8,39.56,10.72,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,1.0,clean,1.0,0.2857,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5702.0,5812.0,166.0,161.0,18.0,1022.0,861.0,5777.0,-1568.0,-254.0,287.0,287.0,1.0,17.0,318.0,101.9,1.0,-186.0,4760.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00305,unspecified,False,00305.wav,What were the two main principles informing the government of the UK?,who established the amount of prime numbers in existence,The Prime Number Theoretical Research Group at Princeton University is credited with establishing the largest known set of Mersenne primes.,parliamentary sovereignty and responsible government,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,20,1,139,20.0,20,27,8.0,30.03,14.04,0.9167,0.7647,12.0,11.0,8.0,3.0,0.0,False,0.0,severe,0.577,0.2143,0.0,-0.577,0.0,0.0,0.0,5.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Princeton University', 'The Prime Number Theoretical Research Group'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,6933.0,7717.0,220.0,214.0,19.0,1100.0,886.0,7003.0,853.0,2305.0,347.0,347.0,1.0,25.0,320.0,113.3,1.0,1557.0,7407.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00311,unspecified,False,00311.wav,What Lee Greenwood song did Beyoncé cover after Osama bin Laden was killed?,what league greenwood song to be as a cover after some good lot and was killed,"""Greenwood's 'Some Good' is a popular choice.""",God Bless the USA,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,46,7.0,7,9,2.8,78.87,4.0,0.6923,0.3108,13.0,9.0,6.0,0.0,3.0,False,0.5,severe,0.1387,0.3333,0.097,-0.0418,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Some Good'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,9348.0,9470.0,143.0,137.0,21.0,1012.0,875.0,9431.0,898.0,2037.0,122.0,122.0,1.0,14.0,328.0,97.5,1.0,2084.0,2205.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00325,unspecified,False,00325.wav,What was suspended for the duration of the mourning period?,what was suspended for the duration of the morning period,The suspension was for the duration of the morning period.,Olympic torch relay,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,58,10.0,10,13,4.0,61.33,7.19,0.1,0.0172,10.0,1.0,1.0,0.0,0.0,False,0.75,mild,0.7371,0.75,0.4657,-0.2715,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8071.0,8189.0,122.0,115.0,19.0,880.0,765.0,8153.0,927.0,1983.0,172.0,172.0,1.0,12.0,321.0,97.8,1.0,2279.0,2832.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00326,unspecified,False,00326.wav,How much did Beyonce raise for Obama at the 40/40 Club?,how much they're beyond say raise for obama added forty forty club,"$2,500 per month is the maximum amount that can be raised by the 40 Forty Club.",4 million,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,16,1,79,16.0,16,21,6.4,95.42,3.93,0.4167,0.463,12.0,5.0,3.0,1.0,1.0,False,0.6,severe,0.2818,0.2222,0.398,0.1162,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': ['2,500', '40'], 'name_spans': ['Forty Club'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,9139.0,9272.0,195.0,188.0,19.0,1095.0,907.0,9231.0,884.0,2270.0,286.0,286.0,1.0,22.0,325.0,112.3,1.0,2803.0,5572.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00327,unspecified,False,00327.wav,Who was born in the 9th century?,who was born in the ninth century,John the Baptist was born around 280 AD.,Avicenna,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,40,8.0,8,11,3.2,103.54,0.8,0.25,0.0938,8.0,2.0,1.0,1.0,0.0,False,0.6667,mild,0.3199,0.1667,0.3276,0.0077,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['280'], 'name_spans': [], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,6150.0,6677.0,126.0,117.0,19.0,944.0,827.0,6222.0,-2675.0,-1556.0,169.0,169.0,1.0,11.0,318.0,87.2,1.0,-2042.0,3099.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00335,unspecified,False,00335.wav,How many pandas escaped the reserve?,what what makes the rankine cycles temperatures,"Rankine cycle temperatures are determined by the temperature difference between the hot and cold reservoirs, usually expressed as Rankine (°R).",Six,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,20,1,143,20.0,20,27,8.0,21.57,15.22,1.1667,0.9429,6.0,7.0,6.0,0.0,1.0,False,0.0,severe,0.5023,0.2308,0.0,-0.5023,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7514.0,7596.0,286.0,271.0,18.0,1096.0,825.0,7552.0,805.0,2261.0,356.0,411.0,2.0,28.0,319.0,97.6,1.0,3098.0,8370.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00352,unspecified,False,00352.wav,Immediately following the civil war which branch of government was seen to have the greater amount of power?,when did landau propose his for conjecture old problems,He proposed his conjectures on 1936.,Congress,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,6,1,36,6.0,6,8,2.4,87.95,2.48,1.0,0.785,18.0,18.0,9.0,9.0,0.0,False,0.0,severe,0.1152,0.25,0.0,-0.1152,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': ['1936'], 'quantities': [], 'name_spans': [], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,8558.0,9232.0,138.0,145.0,21.0,1112.0,967.0,8632.0,1000.0,2282.0,165.0,165.0,1.0,11.0,322.0,79.2,1.0,1646.0,3088.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00357,unspecified,False,00357.wav,Why was the Somerset county Canal built ,why was a somerset county can now built,"""County is a type of land division.""",to reduce the cost of transportation of coal and other heavy produce,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,36,7.0,7,9,2.8,78.87,4.0,0.4286,0.1795,7.0,3.0,2.0,0.0,1.0,False,0.75,severe,0.2293,0.25,0.2179,-0.0114,0.1176,0.0,0.0,11.0,0.0909,0.1117,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6214.0,6346.0,105.0,98.0,20.0,948.0,850.0,6302.0,-2217.0,-1127.0,137.0,137.0,1.0,10.0,320.0,94.5,1.0,-826.0,1927.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00366,unspecified,False,00366.wav,"Along with the guilt-innocence phase, what is the other phase of a death penalty trial under Gregg v. Georgia?",allow whether gil in a sense phase what is a other phase of the death penalty trial or no glad v georgia,"Yes, the death penalty trial involves several phases including guilt, sentencing, and appeal.",sentencing,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,13,1,93,13.0,13,17,5.2,43.96,10.36,0.55,0.271,20.0,11.0,9.0,0.0,2.0,False,0.5455,severe,0.2651,0.3,0.3565,0.0913,0.1538,1.0,0.0,1.0,1.0,0.1815,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,9998.0,10107.0,179.0,173.0,24.0,1089.0,916.0,10083.0,878.0,2236.0,265.0,265.0,1.0,18.0,335.0,100.3,1.0,2254.0,5793.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00369,unspecified,False,00369.wav,What kind of laws are not given statutory citation by the OFR?,what kind of laws are not given statute to a citation by the or far,"You're referring to the ""Oral Communications Act"" which is a federal law in the United States that governs how law enforcement agencies handle citations and traffic stops.",private laws,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,27,1,171,27.0,27,36,10.8,32.16,15.48,0.4167,0.1311,12.0,5.0,2.0,0.0,3.0,False,0.6667,severe,0.1612,0.0588,0.1612,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Oral Communications Act', 'United States'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,7212.0,7588.0,336.0,258.0,20.0,1092.0,834.0,7305.0,939.0,2370.0,335.0,422.0,2.0,34.0,326.0,100.9,1.0,2124.0,9694.0
01 llama3.2:1b-q4_K_M t0,01-llama3_2_1b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:1b-instruct-q4_K_M,llama3.2,1b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00382,unspecified,False,00382.wav,What will have the character's pronunciation in pinyin?,what will have the characters pronunciation and ping mean,"Characters' pronunciation is determined by their unique sounds and spelling, which are used to generate text.",character's entry,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,16,1,109,16.0,16,21,6.4,42.55,11.3,0.375,0.1321,8.0,3.0,2.0,0.0,1.0,False,0.6667,severe,0.4704,0.2222,0.6398,0.1694,0.1111,0.0,0.0,2.0,0.5,0.1292,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6577.0,6690.0,191.0,185.0,18.0,1105.0,920.0,6658.0,-89.0,1314.0,294.0,294.0,1.0,20.0,320.0,104.6,1.0,1265.0,5921.0
